,nid,title,department,staff,time,text
2031,12031,教育部國民及學前教育署 檢送修正後之「111年度高級中等學校教師專業成長進修計畫報名簡章」延長報名期限至111年6月13日  ,教務處,陳韻萍,2022-06-06 11:08:32,
2032,12032,教育部國民及學前教育署健康與護理學科中心與體育學科中心合作辦理「健康與體育領域加深加廣暨雙語教學推廣研習」,教務處,陳韻萍,2022-06-06 11:13:42,
2033,12033,臺北市立大安高工辦理「111年度公私立高職學校教師進階輔導知能研習」實施計畫 ,教務處,陳韻萍,2022-06-06 11:18:36,
2034,12034,教育部委請國立臺灣師範大學辦理「111年三類人才培訓課程講師共同備課會議」加開課程一案,教務處,陳韻萍,2022-06-06 11:24:58,
2035,12035,國立中央大學台灣電影研究中心為推廣影像教育，將於2022年7月6日舉辦「2022電影《回程列車》教師研習暨教具包分享會」,教務處,陳韻萍,2022-06-06 11:28:24,
2036,12036,國立臺灣圖書館辦理「人文社會議題探究工作坊」東區場次活動案,教務處,陳韻萍,2022-06-06 11:38:08,
2037,12037,普通型高中地球科學學科中心與臺北市立成功高中、臺北市地球科學學科平台、航海家社群、新北市課程發展中心合作辦理「全國高中地科教師線上研習」,教務處,陳韻萍,2022-06-06 11:44:03,
2038,12038,臺北市立木柵高工 辦理「高中物理適性教材研發實驗計畫」線上教材錄製技巧研習 線上會議,教務處,陳韻萍,2022-06-06 11:46:37,
2039,12039,社團法人慧治教育協會及本校委辦教育部國民及學前教育署高級中等學校探究與實作課程北區推動中心合作辦理「TRIP適性教學探究之旅！夏一站花蓮！」暑期教師交流營,教務處,陳韻萍,2022-06-06 11:50:19,
2040,12040,教育部國教署高中數學學科中心辦理「111年全國高中數學教師教學研討會」（High School Mathematics Teachers' Swap 2022， MTS 2022）,教務處,陳韻萍,2022-06-06 11:53:17,
2041,12041,公告本校修正後特招簡章（因應會考補考延後期程）,特色招生,特招助理,2022-06-06 12:03:11,因應國中教育會考補考成績無法及時於6月10日(五)與正式考試同時放榜，後續多種入學管道配合延後一周辦理。本校辦理特色招生考試分發入學考試，原定6月26日(日)舉行考試，延後一周至7月3日(日)舉行考試。其餘日程請參考簡章。
2042,12042,[國三升學]國三會考後報名升學事項,教務處,註冊組長,2022-06-06 13:10:17,(一)會考後報名升學事項供參，因會考補考人數眾多，幾乎所有九年級升學管道時間都有所更動，本份升學日程僅供參考。(二)因疫情變化快速，且部分升學管道委員會尚在開會決議報名事項。煩請國九學生及家長務必隨時密切注意本校學校首頁升學資訊更新，相關資料也會請導師協助轉知。務必隨時密切注意本校學校首頁升學資訊更新(三)以下為重要時間節錄，如有更動將公告上網並轉知導師如有更動將公告上網並轉知導師      (1) 6/13(一)返校領取會考成績單。      (2) 6/17(五)返校繳交二類優免報名表。      (3) 6/07(二)-6/15(三)1200前繳交直升報名表。      (4) 6/30(四)-7/05(二)五專分區免試校內報名。      (5) 6/29(三)-7/01(五)四校特色招生報名。      (6) 7/06(三)返校領取基北區免試報名表。           7/07(四)返校繳交基北區免試報名表及報名費。再次提醒，相關時間皆為暫定，請隨時注意本校首頁資訊更新 ，註冊組皆會於報名時間前公告相關訊息，因為疫情的關係讓升學時間有所變動，造成不便深感抱歉。相關時間皆為暫定，請隨時注意本校首頁資訊更新 
2043,12043,[國三升學]轉知臺北市數位實驗高中111學年度招生入學簡章,教務處,註冊組幹事,2022-06-06 11:46:10,臺北市數位實驗高中111學年度招生入學簡章臺北市數位實驗高中111學年度招生入學簡章說明：說明：一、為迎接教育智慧化之國際趨勢，臺北市於111學年度成立全國第一所數位實驗高中，透過數位化的創新學校型態，融合探究實作與數位科技，實踐個人化深度學習，促使學生發揮潛能，讓天賦自由。一、為迎接教育智慧化之國際趨勢，臺北市於111學年度成立全國第一所數位實驗高中，透過數位化的創新學校型態，融合探究實作與數位科技，實踐個人化深度學習，促使學生發揮潛能，讓天賦自由。二、數位實驗高中擬於111學年度招生第1屆48名基北區國中畢業生，該校採單獨招生方式，入學管道分為特殊選才及申請入學2類辦理，並鼓勵符合該校教育理念「廣闊探索、天賦自由」，具備自主學習、自主管理能力且願意挑戰新教育模式之學生就讀。二、數位實驗高中擬於111學年度招生第1屆48名基北區國中畢業生，該校採單獨招生方式，入學管道分為特殊選才及申請入學2類辦理，並鼓勵符合該校教育理念「廣闊探索、天賦自由」，具備自主學習、自主管理能力且願意挑戰新教育模式之學生就讀。
2044,12044,轉知-有關國教署111學年度（111年8月1日至112年7月31日）徵聘商借教師辦理高級中等以下學校學生事務、性平教育與輔導工作,人事室,人事助理,2022-06-06 13:20:28,一、依據教育部及所屬機關商借高級中等以下學校及幼兒園教師作業原則辦理。一、依據教育部及所屬機關商借高級中等以下學校及幼兒園教師作業原則辦理。二、為持續推動旨揭相關工作，國教署擬於111學年度商借國立學校及各直轄市、縣（市）政府教師至國教署擔任行政工作，二、為持續推動旨揭相關工作，國教署擬於111學年度商借國立學校及各直轄市、縣（市）政府教師至國教署擔任行政工作，    說明如下：    說明如下： (一)教師資格： (一)教師資格： 1.公立學校（不含偏遠、離島、原住民地區及全校班級數12班以下小型規模學校）之編制內專任教師。 1.公立學校（不含偏遠、離島、原住民地區及全校班級數12班以下小型規模學校）之編制內專任教師。 2.應具有3年以上之任教年資，並具有相關教育行政知能、教育專業及實務經驗。 2.應具有3年以上之任教年資，並具有相關教育行政知能、教育專業及實務經驗。 3.對教育行政工作具服務熱忱且認真負責者。 3.對教育行政工作具服務熱忱且認真負責者。 4.須熟悉office電腦軟體之操作。 4.須熟悉office電腦軟體之操作。 (二)商借期間：自111年8月1日起至112年7月31日止。 (二)商借期間：自111年8月1日起至112年7月31日止。 (三)服務地點：教育部國民及學前教育署─臺中辦公室（臺中市霧峰區中正路738之4號）。 (三)服務地點：教育部國民及學前教育署─臺中辦公室（臺中市霧峰區中正路738之4號）。 (四)辦理業務：以高級中等以下學校學生事務、性別平等教育與輔導工作推動等相關業務為範疇。 (四)辦理業務：以高級中等以下學校學生事務、性別平等教育與輔導工作推動等相關業務為範疇。 (五)其餘事項依前揭作業原則及相關規定辦理。 (五)其餘事項依前揭作業原則及相關規定辦理。三、請教師於111年6月17日（星期五）前將履歷表以電子檔寄送至e-3129@mail.k12ea.gov.tw，國教署將個別通知面試事宜。三、請教師於111年6月17日（星期五）前將履歷表以電子檔寄送至e-3129@mail.k12ea.gov.tw，國教署將個別通知面試事宜。四、檢附商借高級中等以下學校及幼兒園教師作業原則及簡歷表各1份（如附件）。四、檢附商借高級中等以下學校及幼兒園教師作業原則及簡歷表各1份（如附件）。
2045,12045,臺中市立龍津高中110學年度高中優質化計畫辦理教師增能研習「媒體識讀的教與學」課程分享  線上會議,教務處,陳韻萍,2022-06-06 14:07:48,
2046,12046,臺中市立臺中一中物理學科中心辦理110學年度高級中等學校以縣(市)為夥伴學習群物理教師專業成長研習實施計畫乙份 ,教務處,陳韻萍,2022-06-06 14:11:12,
2047,12047,本推動中心擬辦理「110學年度社會領域跨科探究與實作─空間資訊系統運用初、進階上機操作」線上研習相關事宜,教務處,陳韻萍,2022-06-06 14:15:37,
2048,12048,[國三升學]111學年度基北區國立政治大學附屬高級中學直升入學校內報名及相關注意事項,教務處,註冊組長,2022-06-06 13:53:30,一、依據教育部111年06月01日臺教授國部字第1110068897號函修正核定。二、本校直升報名時間:6/7(二)-6/15(三)中午1200截止。6/7(二)-6/15(三)中午1200截止三、因國三學生於報名期間已畢業，導師簽名免簽，學生及家長請務必簽名。導師簽名免簽四、如報名時會考成績尚未公告，可先不填成績，由註冊組補上，不影響報名權益。五、報名流程，請務必於6/15中午1200完成報名。請務必於6/15中午1200完成報名       (1)自行列印或至教務處註冊組領取報名表。       (2)填寫資料，學生及家長請務必簽名，導師簽名免簽。       (3)至總務處出納組繳費100元。總務處出納組       (4)至註冊組繳交報名表。註冊組繳交報名表六、錄取公告:6/16(四)上午0800，校網公告不另行通知個別錄取學生。七、錄取生報到:6/16(四)上午1000-1200，報到注意事項另行公告。八、錄取後放棄截止日期:6/16下午1500。請注意!本校直升不列備取生，錄取後放棄的名額將直接併入基北免(大免)。不列備取生
2049,12049,檢送「臺北市健康體位BMI宣導」30、60及90字宣傳文稿1份 ，請協助轉知及宣導，請查照。,衛生組,學創-衛生,2022-06-06 14:43:39,檢送「臺北市健康體位BMI宣導」30、60及90字宣傳文稿1份 ，請協助轉知及宣導，請查照。
2050,12050,[獎助學金]轉知台北行天宮「行天宮醫學系學生助學金實施辦法」,教務處,註冊組幹事,2022-06-06 16:31:48,台北行天宮「行天宮醫學系學生助學金實施辦法」台北行天宮「行天宮醫學系學生助學金實施辦法」詳細辦法請見附件詳細辦法請見附件
2051,12051,轉知:市府警察局製作「跟蹤騷擾母湯喔-8種NG行為一次看懂」宣導短片。,生輔組,學創-生輔林,2022-06-07 08:23:26,
2052,12052,轉知:臺北市政府教育局 111 年「友善校園週線上聚焦論壇」實施計畫,生輔組,學創-生輔林,2022-06-07 08:28:53,說明:
2053,12053,教育部委託國立高雄科技大學辦理「職業大蒐集」紀錄片競賽資訊,輔導室,輔導幹事,2022-06-07 09:33:10,
2054,12054,[國中]110學年度第二學期國中成績不及格補救措施公告,教務處,註冊組長,2022-06-07 09:38:03,國中七年級、八年級各科補救措施請參閱附件。科目恐有不及格名單，將另行轉知學生。
2055,12055,111年家庭暴力防治月系列活動－「拒絕暴力 傾聽『男』題」,輔導室,輔導幹事,2022-06-07 09:39:13,
2056,12056,臺北市教師研習中心111年6月份第8期教師希望心坊課程實施計畫 線上課程 ,教務處,陳韻萍,2022-06-07 09:39:15,
2057,12057,臺北市政府教育局111年度元宇宙教育總體計畫之一「專業成長：巡迴推廣教師培訓研習」實施計畫,教務處,陳韻萍,2022-06-07 09:47:22,
2058,12058,[獎助學金]轉知鴻海基金會2022「鴻海獎學鯨」,教務處,註冊組幹事,2022-06-07 09:31:22,"鴻海基金會2022「鴻海獎學鯨」鴻海基金會2022「鴻海獎學鯨」說明：說明：一、為協助家境清寒之高中學子，該會特成立獎學金，此獎學金須以學校為單位提出申請、領款簽收、與管理運用單位，且必須專用於該會評選審核後指定之獲選學生。二、學校統一遞交申請書，該會評選確認獲選學生名單後，將匯款至學校帳戶，由學校簽收領據、管理、運用，並於學年度結束時，提供各學生經費使用概況表予該會。三、每名獲選學生可於111學年度獲得新臺幣40,000元整獎助學金使用額度，須優先用於學生在校與學習相關所需，且為學校教育儲蓄戶或縣市教育局難以支應協助之費用。倘111學年度結束後尚有未用完之餘款，則可繼續延用於該生，惟該生如離開學校（輟學、休學、轉學、升至其他學校…等）或家境改善，學校會立即通報該會，該會有權決定獎學金餘款之後續處理方式。四、申請時間：111年6月16日前填妥申請表後向教務處註冊組提出申請。五、本案相關資料請見附件。一、為協助家境清寒之高中學子，該會特成立獎學金，此獎學金須以學校為單位提出申請、領款簽收、與管理運用單位，且必須專用於該會評選審核後指定之獲選學生。二、學校統一遞交申請書，該會評選確認獲選學生名單後，將匯款至學校帳戶，由學校簽收領據、管理、運用，並於學年度結束時，提供各學生經費使用概況表予該會。三、每名獲選學生可於111學年度獲得新臺幣40,000元整獎助學金使用額度，須優先用於學生在校與學習相關所需，且為學校教育儲蓄戶或縣市教育局難以支應協助之費用。倘111學年度結束後尚有未用完之餘款，則可繼續延用於該生，惟該生如離開學校（輟學、休學、轉學、升至其他學校…等）或家境改善，學校會立即通報該會，該會有權決定獎學金餘款之後續處理方式。四、申請時間：111年6月16日前填妥申請表後向教務處註冊組提出申請。五、本案相關資料請見附件。一、為協助家境清寒之高中學子，該會特成立獎學金，此獎學金須以學校為單位提出申請、領款簽收、與管理運用單位，且必須專用於該會評選審核後指定之獲選學生。二、學校統一遞交申請書，該會評選確認獲選學生名單後，將匯款至學校帳戶，由學校簽收領據、管理、運用，並於學年度結束時，提供各學生經費使用概況表予該會。三、每名獲選學生可於111學年度獲得新臺幣40,000元整獎助學金使用額度，須優先用於學生在校與學習相關所需，且為學校教育儲蓄戶或縣市教育局難以支應協助之費用。倘111學年度結束後尚有未用完之餘款，則可繼續延用於該生，惟該生如離開學校（輟學、休學、轉學、升至其他學校…等）或家境改善，學校會立即通報該會，該會有權決定獎學金餘款之後續處理方式。四、申請時間：111年6月16日前填妥申請表後向教務處註冊組提出申請。五、本案相關資料請見附件。"
2059,12059,轉知：臺北市政府辦理111年本市參與式預算提案票選活動各高中職學校獎勵方案，詳如說明。,活動組,活動幹事,2022-06-07 11:52:20,"一、依據110年第三季本府公民參與委員會會議紀錄「為提升參與預算 i-Voting 投票率，請民政局考量學生數、各行政區人口比例針對投票率前 3名之高中職及行政區規劃獎勵方案，第一名獎勵金額新臺幣3萬元，第二名2萬元，第三名1萬元，以市長特別費支應，於111年實施。」辦理。一、依據110年第三季本府公民參與委員會會議紀錄「為提升參與預算 i-Voting 投票率，請民政局考量學生數、各行政區人口比例針對投票率前 3名之高中職及行政區規劃獎勵方案，第一名獎勵金額新臺幣3萬元，第二名2萬元，第三名1萬元，以市長特別費支應，於111年實施。」辦理。110 i-Voting  3321111二、為增進本市各高中職學生參與公共事務意願，針對各校參與111年本市參與式預算提案票選活動情形，辦理獎勵競賽方案如下：二、為增進本市各高中職學生參與公共事務意願，針對各校參與111年本市參與式預算提案票選活動情形，辦理獎勵競賽方案如下：111(一)根據各校學生投票率為由大至小排序，惟考量各校學生人數落差將影響宣傳及推廣難度，爰依照各校學生數調整獎勵額度並分組競賽。(一)根據各校學生投票率為由大至小排序，惟考量各校學生人數落差將影響宣傳及推廣難度，爰依照各校學生數調整獎勵額度並分組競賽。)(二)分組獎勵內容：(二)分組獎勵內容：)1.學生人數達1,500人以上學校（共25所）：前三名依序給予禮券1萬5,000元、1萬2,000元、8,000元以資鼓勵。1.學生人數達1,500人以上學校（共25所）：前三名依序給予禮券1萬5,000元、1萬2,000元、8,000元以資鼓勵。1,5002515,00012,0008,0002.學生人數500人以上且未達1,500人學校（共27所）：前三名依序給予禮券1萬2,000元、8,000元、5,000元以資鼓勵。2.學生人數500人以上且未達1,500人學校（共27所）：前三名依序給予禮券1萬2,000元、8,000元、5,000元以資鼓勵。5001,5002712,0008,0005,0003.學生人數未達500人學校（共14所）：如學生投票率達9成以上，給予禮券3,000元以資鼓勵。3.學生人數未達500人學校（共14所）：如學生投票率達9成以上，給予禮券3,000元以資鼓勵。5001493,000三、請貴校接洽所轄區公所聯絡窗口宣傳提案內容與投票流程，鼓勵學校師生踴躍參與，參加投票還可抽iphone及萬元禮券等大獎，檢送各學校學生人數及分組清冊、投票文宣LINE文字參考稿、宣傳單、提案票選海報、台北通投票流程、網路投票流程、各區公所參與式預算業務聯絡窗口一覽表各1份。三、請貴校接洽所轄區公所聯絡窗口宣傳提案內容與投票流程，鼓勵學校師生踴躍參與，參加投票還可抽iphone及萬元禮券等大獎，檢送各學校學生人數及分組清冊、投票文宣LINE文字參考稿、宣傳單、提案票選海報、台北通投票流程、網路投票流程、各區公所參與式預算業務聯絡窗口一覽表各1份。iphoneLINE1  "
2060,12060,教育部函轉南華大學與財團法人人間文教基金會、台泥企業團，聯合邀請英國社會科學院楊威院士於111年6月14日進行「零碳規劃與美好生活」專題講座，請貴校協助宣傳並鼓勵所屬同仁踴躍報名參加，詳如說明，請查照。,衛生組,學創-衛生,2022-06-07 12:55:52,
2061,12061,轉知國立臺灣大學科學教育發展中心與K-12前瞻科技教育發展中心訂於今(111)年7月至8月間於本校共同辦理「2022年臺大科學夏令營」營隊活動，請同學踴躍報名參加。,教務處,設備幹事,2022-06-07 13:44:12,
2062,12062,轉知國立中央大學訂於111年6月18日起辦理線上講座：《蓋婭科普講座系列12》—「聚集誘導發光：材料及生物醫學應用」，請師生踴躍報名參加。,教務處,設備幹事,2022-06-07 13:49:40,
2063,12063,轉知-行政院人事行政總處辦理112年度選送公務人員出國專題研究案，請於111年9月30日(星期五)前將符合推薦資格者之相關資料函送本署，並將電子檔傳送至e-p210@mail.k12ea.gov.tw，逾期未送視同不推薦,人事室,人事助理,2022-06-07 14:15:45,依教育部111年6月1日臺教人(一)字第1110054444號書函轉行政院人事行政總處111年5月30日總處培字依教育部111年6月1日臺教人(一)字第1110054444號書函轉行政院人事行政總處111年5月30日總處培字第11130263341號函辦理，並檢附原書函及附件影本各1份。第11130263341號函辦理，並檢附原書函及附件影本各1份。
2064,12064,轉知-檢送國立虎尾科技大學111年傑出校友舉薦辦法暨推薦表,人事室,人事助理,2022-06-07 14:23:46,一、為表揚對國家社會有優異成就或特殊貢獻之傑出校友，藉以樹立楷模，特舉辦遴選傑出校友活動。一、為表揚對國家社會有優異成就或特殊貢獻之傑出校友，藉以樹立楷模，特舉辦遴選傑出校友活動。二、111年傑出校友推薦至今（111）年7月15日截止，推薦表單請參閱附件，請連同佐證資料逕寄校職涯發展中心張于中助理。二、111年傑出校友推薦至今（111）年7月15日截止，推薦表單請參閱附件，請連同佐證資料逕寄校職涯發展中心張于中助理。三、惠請轉知所屬或轄下單位相關訊息，並於截止日前踴躍推薦。三、惠請轉知所屬或轄下單位相關訊息，並於截止日前踴躍推薦。四、透過非校內各學院、系、系友會推薦，需另由職涯發展中心轉呈推薦校友所屬系所。四、透過非校內各學院、系、系友會推薦，需另由職涯發展中心轉呈推薦校友所屬系所。
2065,12065,台灣性教育學會於111年8月6日辦理「愛在疫苗蔓延時─疫情下的親密關係與性教育」學術研討會,教務處,陳韻萍,2022-06-07 15:02:37,
2066,12066,臺北市學校教育產業工會辦理免費111年度教師進修研習,教務處,陳韻萍,2022-06-07 15:05:53,
2067,12067,臺北市政府教育局 委請臺北市立大學於111年7月8日辦理「讓教育成為城市的驕傲-臺北經驗分享」論壇實施計畫,教務處,陳韻萍,2022-06-07 15:08:05,
2068,12068,國立陽明交通大學推廣教育中心辦理「2022中學教師自然科學研習營-從諾貝爾獎看自然科學發展」,教務處,陳韻萍,2022-06-07 15:29:29,
2069,12069,臺北市立大學音樂學系「2022 第二屆藝術教育研究國際學術研討會「凝觀‧揚帆：藝術教育研究之變遷與展望」徵稿,教務處,陳韻萍,2022-06-07 15:33:15,
2070,12070,彰化縣國民教育輔導團健康與體育領域輔導小組辦理「中小學體育專長教師增能研習-111年QPE體育教材推動增能研習：舞蹈組」實施計畫 線上研習,教務處,陳韻萍,2022-06-07 15:37:48,
2071,12071,行政院農業委員會食農教育教學資源平臺訂於111年6月9日至9月30日辦理「盛夏食農趣：食材尋寶大冒險」活動，總獎金超過10萬元，請踴躍報名參加，請查照。,衛生組,學創-衛生,2022-06-08 08:03:37,
2072,12072,函轉行政院環境保護署「首惜廚師—惜食料理食譜暨教案甄選活動」簡章、宣傳海報、宣傳橫幅及教材各1份，歡迎踴躍參與，請查照。,衛生組,學創-衛生,2022-06-08 08:11:58,
2073,12073,臺北市110學年度聽障教育資源中心 性別平等教育研習實施計畫,輔導室,特教幹事,2022-06-08 08:06:44,一、目的：增進本市特殊教育教師對於性別平等正確概念，掌握正確且完整的處遇流程，並以性平案例分析，瞭解教學現場實務因應策略。一、目的：增進本市特殊教育教師對於性別平等正確概念，掌握正確且完整的處遇流程，並以性平案例分析，瞭解教學現場實務因應策略。二、辦理時間：111年6月15日（星期三）下午1時30分至4時30分。二、辦理時間：111年6月15日（星期三）下午1時30分至4時30分。三、研習地點：本次研習採線上方式進行。三、研習地點：本次研習採線上方式進行。四、參加對象：本場次名額共50名，如遇額滿時依下列順序錄取。四、參加對象：本場次名額共50名，如遇額滿時依下列順序錄取。(一)臺北市立啟聰學校及聽障重點學校教師。(一)臺北市立啟聰學校及聽障重點學校教師。 (二)臺北市特教班教師。 (二)臺北市特教班教師。 (三)臺北市普通班教師。 (三)臺北市普通班教師。五、報名資訊：即日起至111年6月10日（星期五）止，請自行至臺北市教師在職研習網（https://insc.tp.edu.tw/）登錄報名 及查詢錄取狀況。五、報名資訊：即日起至111年6月10日（星期五）止，請自行至臺北市教師在職研習網（https://insc.tp.edu.tw/）登錄報名 及查詢錄取狀況。六、備註:六、備註: (一)全程參與研習者核予3小時研習時數。 (一)全程參與研習者核予3小時研習時數。 (二)如欲申請特殊需求（如：手譯、聽打）服務，請於報名時聯繫承辦人，以利服務之安排。 (二)如欲申請特殊需求（如：手譯、聽打）服務，請於報名時聯繫承辦人，以利服務之安排。 (三)研習相關事宜請逕洽聽資中心輔導服務組黃鼎翔老師： (三)研習相關事宜請逕洽聽資中心輔導服務組黃鼎翔老師：1. 電話：(02)2592-4446 轉604，1. 電話：(02)2592-4446 轉604，2. 信箱：2056@tmd.tp.edu.tw。2. 信箱：2056@tmd.tp.edu.tw。七、檢附實施計畫乙份，歡迎有興趣的師長報名參加。七、檢附實施計畫乙份，歡迎有興趣的師長報名參加。
2074,12074,[國三升學]111學年度基北區二類優免校內報名事項,教務處,註冊組長,2022-06-08 08:21:09,一、因會考補考人數眾多，補考成績延後公告，二類優免相關報名時間調整請參閱附件。二、志願選填方式:6/9(四)0800-6/16(四)1700線上選填志願並自行列印報名表。請擇一校選填，建議會考成績出來後再報名。三、選填志願網址:http://111priorefa.tp.edu.tw/四、報名表列印注意事項:請自行用白色一般紙列印，雙方家長皆須簽名，請注意條碼不能模糊。五、校內報名表繳交方式:請依時間至各班教室繳交報名表及報名費100元。因本校當天高國一二仍在上課，各班教室繳交報名表及報名費100元       請務必注意音量，繳交完畢後請盡速離開校園勿逗留。六、各班繳交時間:6/17(五)，請攜帶身分證件供警衛備查(學生證優先，如無可帶身分證或健保卡等)6/17(五)       901班  上午09:00-09:20        902班  上午09:20-09:40        903班  上午09:40-10:00        904班  上午10:00-10:20        905班  上午10:20-10:40七、6/23(四)公告分發序後，登記/撕榜/報到 有兩種形式，       單科別學校採線上，多科別學校為實體( 單科別與多科別請參閱簡章)，實施方式請見各招生學校網站公告。請注意!校內報名完畢後，放榜、撕榜、錄取、報到等方式請參閱報名高中學校網頁。
2075,12075,轉知：111學年度「教育部國民及學前教育署補助高級中等以下學校成立本土文化社團實施計畫」，詳說明及附件。,活動組,活動幹事,2022-06-08 09:17:22,請有興趣的同學請依本校[學生社團組織暨活動實施要點]規定向學務處社團活動組申請新社團。
2076,12076,[國三升學]111學年度會考紙本成績單領取注意事項,教務處,註冊組長,2022-06-08 08:51:25,一、111學年度會考考生(除補考生外)，皆可於6/10(五)上午0800線上查覽成績。6/10(五)上午0800二、查覽網址:https://cap.rcpet.edu.tw三、成績複查:6/12-6/13請洽和平高中，並檢附相關資料(請參閱會考簡章)。四、紙本成績單發放時間、方式:請於6/13(一)依指定時間至各班教室領取，6/13(一)依指定時間至各班教室領取       因本校高國一、二仍正常上課，請注意音量領取後即離開校園，請勿逗留。       901班  上午10:00-10:20        902班  上午10:20-10:40        903班  上午10:40-11:00        904班  上午11:00-11:20        905班  上午11:20-11:40 五、補考生請於6/15(三)線上查閱成績，紙本發放另行通知。
2077,12077,全教總111學年度近土親農「食農學堂」計畫，敬請協助轉知貴校教師踴躍參與,教務處,教學組幹事,2022-06-08 09:42:14,
2078,12078,暑期密集Python基礎班,圖書館,資訊工程師,2022-06-08 10:10:46,
2079,12079,攜手高中，數位樂學,圖書館,資訊工程師,2022-06-08 10:19:39,
2080,12080,110-2[混成教學模式] Google Meet 各班網址,教務處,教學組幹事,2022-06-08 10:28:46,公告國立政大附中110學年度第2學期混成教學Google Meet 各班網址公告國立政大附中110學年度第2學期混成教學Google Meet 各班網址公告國立政大附中110學年度第2學期混成教學Google Meet 各班網址1.部分學生請防疫假，或被通知居家隔離，則老師(在校或在家)學生(在校或在家)皆採混成教學模式，1.部分學生請防疫假，或被通知居家隔離，則老師(在校或在家)學生(在校或在家)皆採混成教學模式，請點選以下連結：請點選以下連結：各班混成教學Meet網址 (雲端檔案) 各班混成教學Meet網址 (雲端檔案) 各班混成教學Meet網址 (雲端檔案) Meet () 　　　　或掃瞄以下QR code　　或掃瞄以下QR code　　或掃瞄以下QR code　　QR code　　2.部分老師居家隔離或被通知暫時不到校上課的話，老師在家進行混成教學，學生在校上課，2.部分老師居家隔離或被通知暫時不到校上課的話，老師在家進行混成教學，學生在校上課，雙方同步進入混成教學連結，google meet網址與 QR code 皆如上資訊 。雙方同步進入混成教學連結，混成教學連結google meet網址與 QR code 皆如上資訊 。3.相關問題請撥教學組電話02-82377500#9211、92123.相關問題請撥教學組電話02-82377500#9211、9212
2081,12081,[學雜費減免]111學年度第1學期「高級中等學校免學費」補助申請,教務處,註冊組幹事,2022-06-08 12:43:00,111學年度第1學期「免學費補助」申請公告111學年度第1學期「免學費補助」申請公告一、家庭年所得在新臺幣148萬元以下，可申請「免學費」補助，免學費補助僅補助「學費」部分，其餘雜費及代收代辦等費用仍須繳交。且不得重複請領政府其他相關學費減免或補助，如公教人員子女教育補助、退輔會之榮民或榮民遺眷子女就學補助、勞動部之失業勞工子女就學補助、農委會之農漁民子女就學獎助學金等。二、申請時間：高一、二於111年6月17日前由班長收齊全班紙本申請單後(無論申請與否皆須填寫繳交)統一交至註冊組重要提醒：若逾期財政部查調系統將關閉，請依規定繳交辦理以免影響權益重要提醒：若逾期財政部查調系統將關閉，請依規定繳交辦理以免影響權益重要提醒：若逾期財政部查調系統將關閉，請依規定繳交辦理以免影響權益[申請表會由班上統一分發][申請表會由班上統一分發]免學費申請表注意事項免學費申請表注意事項(1)申請補助者：申請表之正、反面皆須完成簽章。(1)申請補助者：申請表之正、反面皆須完成簽章。(2)首次申辦者：請檢附戶口名簿正本、影本，正本驗畢退還。(續辦者免附)(2)首次申辦者：請檢附戶口名簿正本、影本，正本驗畢退還。(續辦者免附)(3)家戶狀況若僅填寫父或母，或註明其中一方非法定代理人：請提供3個月內新式戶口名簿影本(記事欄不可省略)等證明文件以供查驗，正本驗畢退還。(3)家戶狀況若僅填寫父父或母母，或註明其中一方非法定代理人：請提供3個月內新式戶口名簿影本(記事欄不可省略)等證明文件以供查驗，正本驗畢退還。
2082,12082,為推廣全民健保教育，舉辦臺北市111年「全民健保 聰明就醫」『醫觸即發桌遊』線上增能研習,教務處,陳韻萍,2022-06-08 14:35:11,
2083,12083,本校承辦「111年度北區高級中等學校學生英語研習營」，尚有名額，請同學踴躍報名，詳說明及附件。,活動組,活動幹事,2022-06-08 14:14:49,本校承辦「111年度北區高級中等學校學生英語研習營」，尚有名額，歡迎對英文有興趣的同學報名參與活動，本活動2天1夜，活動完全免費。本校承辦「111年度北區高級中等學校學生英語研習營」，尚有名額，歡迎對英文有興趣的同學報名參與活動，本活動2天1夜，活動完全免費。完全免費完全免費完全免費完全免費活動網址：https://www.broadedu.tw/hsecn2022 線上報名活動網址：https://www.broadedu.tw/hsecn2022 線上報名要報名的同學請：要報名的同學請：1.下載列印及填寫「家長同意書及學校推薦信」。1.下載列印及填寫「家長同意書及學校推薦信」。2.請家長簽名。2.請家長簽名。3.請至學務處活動組核章。3.請至學務處活動組核章。4.將推薦信上傳網站。4.將推薦信上傳網站。要完成上述4個動作才完成報名要完成上述4個動作才完成報名本活動報名展延至111年6月14日（截止日前要完成上傳推薦信的動作）。本活動報名展延至111年6月14日111年6月14日111111年年66月月1414日日（截止日前要完成上傳推薦信的動作）。附件有附件有英語研習營實施計書英語研習營實施計書家長同意書及學校推薦信家長同意書及學校推薦信活動課程表活動課程表防疫措施防疫措施防疫健康聲明書(活動當天攜至會場)防疫健康聲明書(活動當天攜至會場)
2084,12084,國立成功大學辦理111年度「飲食教育創意競賽徵選活動─健康飲食小主播」活動，請鼓勵師生踴躍報名參加，請查照。,衛生組,學創-衛生,2022-09-14 14:48:45,
2085,12085,衛生福利部疾病管制署補助財團法人杏陵醫學基金會辦理「學校愛滋病防治及性教育師資培訓」線上課程,教務處,陳韻萍,2022-06-08 14:51:53,
2086,12086,德明財經科技大學 流通管理系茲訂於111年7月21日舉辦全國高中職教師「流通商業智慧研習營」活動 線上研習,教務處,陳韻萍,2022-06-08 14:56:22,
